rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,172,idan,oauthlib,lepture,2013-05-31 12:00:36,"Fix the missing check secure transport.
",start issue,another debug-mode. #170,fix miss check secur transport
issue_closed,172,idan,oauthlib,ib-lundgren,2013-05-31 13:52:25,,closed issue,another debug-mode. #170,
pull_request_title,172,idan,oauthlib,lepture,2013-05-31 12:00:36,"Fix the missing check secure transport.
",39e43961b98f79a55948db0710c8e2403408d12a,another debug-mode. #170,fix miss check secur transport
pull_request_merged,172,idan,oauthlib,ib-lundgren,2013-05-31 13:52:25,another debug-mode. #170,31eb537e54034b7fa5602459270b276815972c63,Pull request merge from lepture/oauthlib:debug-mode to idan/oauthlib:master,anoth debugmod 170
issue_comment,172,idan,oauthlib,lepture,2013-05-31 12:02:42,"I am happy to announce that the provider is working now. Find the example in: https://github.com/lepture/flask-oauthlib/tree/master/tests
",,,I happi announc provid work find exampl
issue_comment,172,idan,oauthlib,ib-lundgren,2013-05-31 13:25:47,"We might just move lower() into the is_secure_transport. Fancy doing it in this PR? If not I'll sort it out next week.

Congratulations on the provider! Will definitely take a look this afternoon.
",,,We might move lower issecuretransport fanci PR If ill sort next week congratul provid will definit take look afternoon
issue_comment,172,idan,oauthlib,lepture,2013-05-31 13:48:57,"@ib-lundgren yes, you are right, moved the `lower` to `is_secure_transport`.
",,,iblundgren ye right move
issue_comment,172,idan,oauthlib,ib-lundgren,2013-05-31 13:52:19,"Excellent. Thanks!
",,,excel thank
pull_request_commit,172,idan,oauthlib,lepture,2013-05-31 11:59:09,another debug-mode. #170,13d78662ee023b201d4c954c51b2e3071aa7026e,,anoth debugmod 170
pull_request_commit,172,idan,oauthlib,lepture,2013-05-31 13:48:17,move uri.lower() to is_secure_transport,39e43961b98f79a55948db0710c8e2403408d12a,,move urilow issecuretransport
