rectype,issueid,project_owner,project_name,actor,time,text,action,title,clean_text
rectype,issueid,project_owner,project_name,actor,time,text,action,title,text
issue_title,89,aio-libs,aioredis,popravich,2015-10-21 08:15:23,"Added `Channel.iget()` method.

(travis caching updated as a side effect)
",start issue,Async for pubsub Channel,ad method travi cach updat side effect
issue_closed,89,aio-libs,aioredis,popravich,2015-10-22 12:41:52,,closed issue,Async for pubsub Channel,
pull_request_title,89,aio-libs,aioredis,popravich,2015-10-21 08:15:23,"Added `Channel.iget()` method.

(travis caching updated as a side effect)
",64fc5c9e574e5851d9a57245d82f9b6d85c60d9e,Async for pubsub Channel,ad method travi cach updat side effect
pull_request_merged,89,aio-libs,aioredis,popravich,2015-10-22 12:41:52,Async for pubsub Channel,a9c653fdac9ed3fa3fa254b43d986412cea2784d,Pull request merge from aio-libs/aioredis:async_for_channel to aio-libs/aioredis:master,async pubsub channel
issue_comment,89,aio-libs,aioredis,asvetlov,2015-10-21 08:33:13,"I feel something wrong with `iget` name because the method does not the same as `get`.
Maybe `iter`?
Ideal solution would be adding `__aiter__` to `Channel` but we need to pass `encoding` and `decoder` unfortunately.
",,,I feel someth wrong name method mayb ideal solut would ad need pass unfortun
issue_comment,89,aio-libs,aioredis,popravich,2015-10-21 08:37:12,"True, it bothers me the same :/
`iter` is better but its the name of built-in function.
Anyway, if no other options appear I will rename it to `iter` later today
",,,true bother better name builtin function anyway option appear I renam later today
pull_request_commit,89,aio-libs,aioredis,popravich,2015-10-20 13:38:09,Channel.iget() method added,c15137bbba1b3f4355f697a7294821b0155e7b56,,channeliget method ad
pull_request_commit,89,aio-libs,aioredis,popravich,2015-10-21 07:31:02,small notes,1845c29b33a9fb0c40e754a1b6cc243c9adaa6a9,,small note
pull_request_commit,89,aio-libs,aioredis,popravich,2015-10-21 07:40:24,update cache paths in .travis.yml,77d1399a334de32478e04953008f335a6ec3d01d,,updat cach path travisyml
pull_request_commit,89,aio-libs,aioredis,popravich,2015-10-21 07:53:44,docstring for Channel.iget(),42323a80123a803f5eba58f46fb63c5a82a3f51d,,docstr channeliget
pull_request_commit,89,aio-libs,aioredis,popravich,2015-10-21 08:03:19,.travis.yml update: build all redises for proper caching,c06550882b74af9a3157d7f4d40d439353f965c4,,travisyml updat build redis proper cach
pull_request_commit,89,aio-libs,aioredis,popravich,2015-10-22 09:18:15,"rename Channel.{iget,iter}",64fc5c9e574e5851d9a57245d82f9b6d85c60d9e,,renam channeligetit
